playlist_id,title,url,fans,nb_tracks,owner_id,owner_name,seed_artist,first_seen
1757418882,Tarzan Musical,https://www.deezer.com/playlist/1757418882,0,23,913004661,paulahercher,Tarkan,2026-07-04T13:01:45.696366+00:00
5396116482,Tarzan,https://www.deezer.com/playlist/5396116482,0,17,2562521382,alkat,Tarkan,2026-07-04T13:01:45.696377+00:00
15097943623,Tarzan & Jane Karaoke,https://www.deezer.com/playlist/15097943623,0,109,6676945263,anonymous,Tarkan,2026-07-04T13:01:45.696390+00:00
5222937704,Tarzan Das Musical,https://www.deezer.com/playlist/5222937704,0,21,2439549304,Makkus84,Tarkan,2026-07-04T13:01:45.696400+00:00
5179358544,Hörbuch Disney Tarzan,https://www.deezer.com/playlist/5179358544,0,36,459523391,natidipadova,Tarkan,2026-07-04T13:01:45.696430+00:00
7962049482,Best of Tarkan,https://www.deezer.com/playlist/7962049482,0,377,489382921,Bora.ikiz@gmx.de,Tarkan,2026-07-04T13:01:45.696442+00:00
10298717762,Gençlik,https://www.deezer.com/playlist/10298717762,0,122,865346861,,Tarkan,2026-07-04T13:01:45.696451+00:00
8847486902,100% Serdar Ortaç,https://www.deezer.com/playlist/8847486902,0,50,4310229462,Deezer Artist Editor,Tarkan,2026-07-04T13:01:46.142552+00:00
2117275344,Alte,https://www.deezer.com/playlist/2117275344,0,64,680608401,Büsra,Tarkan,2026-07-04T13:01:46.142586+00:00
10425674102,Dance trk,https://www.deezer.com/playlist/10425674102,0,46,1917647946,anonymous,Tarkan,2026-07-04T13:01:46.142599+00:00
15388724243,Summer,https://www.deezer.com/playlist/15388724243,0,12,1790854102,Yunus Emre,Tarkan,2026-07-04T13:01:46.142630+00:00
14702970081,turkish 26,https://www.deezer.com/playlist/14702970081,0,39,5664709521,Zeze,Tarkan,2026-07-04T13:01:46.142641+00:00
5378819022,Askim,https://www.deezer.com/playlist/5378819022,0,83,1917647946,anonymous,Tarkan,2026-07-04T13:01:46.142650+00:00
7584819202,100% Mustafa Sandal,https://www.deezer.com/playlist/7584819202,0,50,1990304482,Deezer Artist Editor,Tarkan,2026-07-04T13:01:46.609308+00:00
14276745021,International,https://www.deezer.com/playlist/14276745021,0,41,6635038721,meryem.oezkul,Tarkan,2026-07-04T13:01:46.609369+00:00
7877151702,türkisch,https://www.deezer.com/playlist/7877151702,0,20,1595199162,Nils,Tarkan,2026-07-04T13:01:46.609387+00:00
12331289351,Turki,https://www.deezer.com/playlist/12331289351,0,50,4195670642,Kerstin Wiese,Tarkan,2026-07-04T13:01:46.609403+00:00
14029493181,Mustafa Sandal,https://www.deezer.com/playlist/14029493181,0,124,4542640702,anonymous,Tarkan,2026-07-04T13:01:46.609417+00:00
14205664741,Mustafa Sandal,https://www.deezer.com/playlist/14205664741,0,10,124697571,kussaray,Tarkan,2026-07-04T13:01:46.609431+00:00
3141832422,türkische musik,https://www.deezer.com/playlist/3141832422,0,13,1530438462,Susi,Tarkan,2026-07-04T13:01:46.609445+00:00
14170143321,2000ler,https://www.deezer.com/playlist/14170143321,0,206,6611838321,Gulhan Ozkaya,Tarkan,2026-07-04T13:01:46.609484+00:00
8738607462,100% Gülşen,https://www.deezer.com/playlist/8738607462,0,50,4191434582,Deezer Artist Editor,Tarkan,2026-07-04T13:01:47.088971+00:00
14129832601,Gülsen,https://www.deezer.com/playlist/14129832601,0,10,6604807021,guelsen.oender,Tarkan,2026-07-04T13:01:47.089020+00:00
15469629961,GülEn,https://www.deezer.com/playlist/15469629961,0,30,6875325421,GülEn,Tarkan,2026-07-04T13:01:47.089035+00:00
10424193962,2022,https://www.deezer.com/playlist/10424193962,0,349,1046578702,gülden,Tarkan,2026-07-04T13:01:47.089045+00:00
13897155421,GÜLDEN KARABÖCEK,https://www.deezer.com/playlist/13897155421,0,30,5303186024,Sezgin Dursun,Tarkan,2026-07-04T13:01:47.089055+00:00
8854257622,Yaz Şarkıları - Edis Gülşen Nirvana  | Kendime Sar,https://www.deezer.com/playlist/8854257622,0,195,4258124362,oguzhanalayont,Tarkan,2026-07-04T13:01:47.089065+00:00
4362626802,Gülten,https://www.deezer.com/playlist/4362626802,0,17,1541712602,Qwertz,Tarkan,2026-07-04T13:01:47.089078+00:00
7731733562,Melihat Gülses,https://www.deezer.com/playlist/7731733562,0,766,1425549182,Cilem,Tarkan,2026-07-04T13:01:47.089089+00:00
8027750362,Sezenss,https://www.deezer.com/playlist/8027750362,0,89,3847664202,Anonymous,Tarkan,2026-07-04T13:01:47.089098+00:00
7276673104,100% Sezen Aksu,https://www.deezer.com/playlist/7276673104,0,50,1990304482,Deezer Artist Editor,Sezen Aksu,2026-07-04T13:01:48.080193+00:00
15431771861,Neuer Liste,https://www.deezer.com/playlist/15431771861,0,14,6771315483,Helmut Müller,Sezen Aksu,2026-07-04T13:01:48.080379+00:00
14332023321,Sezen,https://www.deezer.com/playlist/14332023321,0,84,1190938962,aygül,Sezen Aksu,2026-07-04T13:01:48.080398+00:00
15110589103,Türkisch,https://www.deezer.com/playlist/15110589103,0,42,6804980763,musa-maus,Sezen Aksu,2026-07-04T13:01:48.080409+00:00
15094730003,türkiye,https://www.deezer.com/playlist/15094730003,0,19,1990632902,Ewelina,Sezen Aksu,2026-07-04T13:01:48.080420+00:00
15300813183,Vintage Turkish,https://www.deezer.com/playlist/15300813183,0,25,3322502884,anonymous,Sezen Aksu,2026-07-04T13:01:48.080430+00:00
10729108542,A la turka,https://www.deezer.com/playlist/10729108542,0,37,5055629022,Demi,Sezen Aksu,2026-07-04T13:01:48.080439+00:00
13893403261,Serpil,https://www.deezer.com/playlist/13893403261,0,69,5172634902,sinem03021,Sezen Aksu,2026-07-04T13:01:48.080449+00:00
15148721703,Yan yan derdine,https://www.deezer.com/playlist/15148721703,0,13,6767407323,Annie,Sezen Aksu,2026-07-04T13:01:48.080458+00:00
14136257741,Sezen Aksu,https://www.deezer.com/playlist/14136257741,0,136,6605931821,Nihat,Sezen Aksu,2026-07-04T13:01:48.080469+00:00
8748889202,100% Sertab Erener,https://www.deezer.com/playlist/8748889202,0,50,4191434582,Deezer Artist Editor,Sezen Aksu,2026-07-04T13:01:48.930097+00:00
7402736424,Türk 90s-00s,https://www.deezer.com/playlist/7402736424,0,46,76493941,anonymous,Sezen Aksu,2026-07-04T13:01:48.930129+00:00
14635243921,biraz sertab biraz sezen,https://www.deezer.com/playlist/14635243921,0,115,6710016541,Gülsen Çerağ Düzgün,Sezen Aksu,2026-07-04T13:01:48.930142+00:00
13550286941,Sertap Erener - RengaRenk,https://www.deezer.com/playlist/13550286941,0,15,6410079863,Alperen,Sezen Aksu,2026-07-04T13:01:48.930153+00:00
15026148343,Bağıra çağıra,https://www.deezer.com/playlist/15026148343,0,11,6787191543,basakarslan,Sezen Aksu,2026-07-04T13:01:48.930163+00:00
14822739723,play some TURKISH,https://www.deezer.com/playlist/14822739723,0,24,6747689683,Alexander Ossia,Sezen Aksu,2026-07-04T13:01:48.930177+00:00
11060592942,sertap,https://www.deezer.com/playlist/11060592942,0,25,1311659304,Hasret Kizilkaya Koc,Sezen Aksu,2026-07-04T13:01:48.930502+00:00
14365049021,Turkish Good Mood,https://www.deezer.com/playlist/14365049021,0,18,6653584041,beraykazak,Sezen Aksu,2026-07-04T13:01:48.930529+00:00
9029401302,100% Candan Erçetin,https://www.deezer.com/playlist/9029401302,0,50,3476637224,Deezer Artist Editor,Sezen Aksu,2026-07-04T13:01:49.399077+00:00
4202802242,Candan Erçetin — Yalan,https://www.deezer.com/playlist/4202802242,0,13,1915480462,Yasin.MV,Sezen Aksu,2026-07-04T13:01:49.399225+00:00
14618721201,Candan Erçetin — Bahar,https://www.deezer.com/playlist/14618721201,0,131,6707371781,Cafer,Sezen Aksu,2026-07-04T13:01:49.399262+00:00
11152960584,Türk Pop,https://www.deezer.com/playlist/11152960584,0,52,1585152422,anonymous,Sezen Aksu,2026-07-04T13:01:49.399291+00:00
11152961364,Türk slow,https://www.deezer.com/playlist/11152961364,0,11,1585152422,anonymous,Sezen Aksu,2026-07-04T13:01:49.399318+00:00
15258859603,Favo Türküler,https://www.deezer.com/playlist/15258859603,0,50,885198565,Abdullah.Beyazyüz,Sezen Aksu,2026-07-04T13:01:49.399388+00:00
9019726862,TURC,https://www.deezer.com/playlist/9019726862,0,48,1086748044,ben.rb,Sezen Aksu,2026-07-04T13:01:49.399417+00:00
7584949502,100% Teoman,https://www.deezer.com/playlist/7584949502,0,50,1990304482,Deezer Artist Editor,mor ve otesi,2026-07-04T13:01:50.908419+00:00
15192606923,Heff der Chef - Alle Hörspiele,https://www.deezer.com/playlist/15192606923,0,141,6819592423,teoman.p,mor ve otesi,2026-07-04T13:01:50.908494+00:00
15038411123,Teoman — mIx,https://www.deezer.com/playlist/15038411123,0,89,6789842443,aircoo,mor ve otesi,2026-07-04T13:01:50.908510+00:00
8439002042,Teoman,https://www.deezer.com/playlist/8439002042,0,24,3563581324,Devin,mor ve otesi,2026-07-04T13:01:50.908521+00:00
15069801983,Teoman en sevdiklerim,https://www.deezer.com/playlist/15069801983,0,35,6797292043,anonymous,mor ve otesi,2026-07-04T13:01:50.908530+00:00
10572770122,Acoustic Songs %100,https://www.deezer.com/playlist/10572770122,0,220,3982133422,Cannkose,mor ve otesi,2026-07-04T13:01:50.908540+00:00
15301224263,Rl,https://www.deezer.com/playlist/15301224263,0,66,6840683483,Teoman Asar,mor ve otesi,2026-07-04T13:01:50.908549+00:00
13249942003,Mithrandir,https://www.deezer.com/playlist/13249942003,0,84,1938770022,Teoma,mor ve otesi,2026-07-04T13:01:50.908559+00:00
14546859863,TOP toko,https://www.deezer.com/playlist/14546859863,0,348,5226009822,Teoman,mor ve otesi,2026-07-04T13:01:50.908569+00:00
9050567162,100% Şebnem Ferah,https://www.deezer.com/playlist/9050567162,0,50,3476637224,Deezer Artist Editor,Sebnem Ferah,2026-07-04T13:01:52.933193+00:00
13213956363,Best of Şebnem Ferah,https://www.deezer.com/playlist/13213956363,0,33,5312204904,kanlioglu61,Sebnem Ferah,2026-07-04T13:01:52.933385+00:00
15038410943,Turkish Rock,https://www.deezer.com/playlist/15038410943,0,16,6789842443,aircoo,Sebnem Ferah,2026-07-04T13:01:52.933406+00:00
15416581361,Şebo,https://www.deezer.com/playlist/15416581361,0,34,6864116801,mehmettopraksipahi,Sebnem Ferah,2026-07-04T13:01:52.933440+00:00
14513504643,Şebo,https://www.deezer.com/playlist/14513504643,0,24,6656526521,ilker_skech,Sebnem Ferah,2026-07-04T13:01:52.933451+00:00
15135422423,`·-₺°,https://www.deezer.com/playlist/15135422423,0,133,6773423643,Sherry,Sebnem Ferah,2026-07-04T13:01:52.933470+00:00
15254931983,sf,https://www.deezer.com/playlist/15254931983,0,15,6645302021,nehossa,Sebnem Ferah,2026-07-04T13:01:52.933480+00:00
15126110343,kimlik,https://www.deezer.com/playlist/15126110343,0,42,6807805963,aysima,Sebnem Ferah,2026-07-04T13:01:52.933503+00:00
9365962182,100% Athena,https://www.deezer.com/playlist/9365962182,0,50,3476637224,Deezer Artist Editor,Athena,2026-07-04T13:01:55.480056+00:00
11109739604,Athen 2023,https://www.deezer.com/playlist/11109739604,0,292,2938176544,Gerasimo,Athena,2026-07-04T13:01:55.480250+00:00
15235566083,but I say nahhh; do it!,https://www.deezer.com/playlist/15235566083,0,22,5775670071,Angela,Athena,2026-07-04T13:01:55.480279+00:00
14650617021,banger,https://www.deezer.com/playlist/14650617021,0,159,3154630044,Athina,Athena,2026-07-04T13:01:55.480305+00:00
14065801841,Athens Up,https://www.deezer.com/playlist/14065801841,0,65,6590263741,Vandenplas,Athena,2026-07-04T13:01:55.480326+00:00
15220450123,white gurls,https://www.deezer.com/playlist/15220450123,0,58,3154630044,Athina,Athena,2026-07-04T13:01:55.480361+00:00
15265632063,Mpk,https://www.deezer.com/playlist/15265632063,0,15,5421314604,Athene23,Athena,2026-07-04T13:01:55.480371+00:00
15443535481,A,https://www.deezer.com/playlist/15443535481,0,30,6615622341,Athena,Athena,2026-07-04T13:01:55.480391+00:00
14949714623,Athena Sleep,https://www.deezer.com/playlist/14949714623,0,111,6299829503,Donald R. Lhoest,Athena,2026-07-04T13:01:55.480412+00:00
14786766843,CALME TOI,https://www.deezer.com/playlist/14786766843,0,144,6740655803,Athena reine des gouines ,Athena,2026-07-04T13:01:55.480433+00:00
7280809544,Karaoke Hits,https://www.deezer.com/playlist/7280809544,0,50,753546365,Laeti - Deezer Pop Editor,Athena,2026-07-04T13:01:56.893348+00:00
2908222626,Latino Hits 2026 | Latino Vibes | Top Latino (Karo,https://www.deezer.com/playlist/2908222626,0,240,198225115,Digster France,Athena,2026-07-04T13:01:56.893383+00:00
11834624821,Missi,https://www.deezer.com/playlist/11834624821,0,565,5611761641,Andres Karg,Athena,2026-07-04T13:01:56.893398+00:00
15322040323,Kurdo,https://www.deezer.com/playlist/15322040323,0,14,4169762522,Caroline,Athena,2026-07-04T13:01:56.893409+00:00
15416254901,lixvpng,https://www.deezer.com/playlist/15416254901,0,29,6650950381,Felix,Athena,2026-07-04T13:01:56.893420+00:00
14888859143,Alles von BRUCKNER,https://www.deezer.com/playlist/14888859143,0,64,6729259503,Sebastian Karg,Athena,2026-07-04T13:01:56.893430+00:00
12475368903,Alvin und die Chipmunks 1-2,https://www.deezer.com/playlist/12475368903,0,333,5754698471,Karo,Athena,2026-07-04T13:01:56.893441+00:00
14824904263,Nr 1 Digga,https://www.deezer.com/playlist/14824904263,0,164,4746899342,Karlo,Athena,2026-07-04T13:01:56.893450+00:00
15445262801,Festival Roadtrip,https://www.deezer.com/playlist/15445262801,0,102,6703283281,karo,Athena,2026-07-04T13:01:56.893461+00:00
8711789102,100% Yüzyüzeyken Konuşuruz,https://www.deezer.com/playlist/8711789102,0,40,4191434582,Deezer Artist Editor,maNga,2026-07-04T13:01:59.460652+00:00
15463493741,summer safe place,https://www.deezer.com/playlist/15463493741,0,36,6615105421,zzeycaa,maNga,2026-07-04T13:01:59.460747+00:00
6934229544,Derin düşüncelere dalmışken dinlenecek şarkılar,https://www.deezer.com/playlist/6934229544,0,14,3297395244,Anonymous,maNga,2026-07-04T13:01:59.461163+00:00
14750134783,kalan olmadın giden olmadın,https://www.deezer.com/playlist/14750134783,0,42,6732387983,Semih Erbay *,maNga,2026-07-04T13:01:59.461235+00:00
13765719741,🪖,https://www.deezer.com/playlist/13765719741,0,30,6225398863,anonymous,maNga,2026-07-04T13:01:59.461266+00:00
7676615262,S,https://www.deezer.com/playlist/7676615262,0,10,908311991,anonymous,maNga,2026-07-04T13:01:59.461290+00:00
10431288182,algö,https://www.deezer.com/playlist/10431288182,0,19,905864291,yeliz_senay,maNga,2026-07-04T13:01:59.461312+00:00
13911841281,indie - akustik,https://www.deezer.com/playlist/13911841281,0,199,6523549461,yusufsarikus,maNga,2026-07-04T13:01:59.461323+00:00
10749692462,Hayko cepkin,https://www.deezer.com/playlist/10749692462,0,11,2384208144,Patron,Hayko Cepkin,2026-07-04T13:02:02.992377+00:00
13562059741,Türkçe Rock/Pop,https://www.deezer.com/playlist/13562059741,0,89,6432573361,dil****,Hayko Cepkin,2026-07-04T13:02:02.992606+00:00
13562059541,Hayko Cepkin,https://www.deezer.com/playlist/13562059541,0,157,6432573361,dil****,Hayko Cepkin,2026-07-04T13:02:02.992634+00:00
8649134202,Rockum,https://www.deezer.com/playlist/8649134202,0,24,1039498042,Emrebatar,Hayko Cepkin,2026-07-04T13:02:02.992660+00:00
3375456622,Hayko Cepkin,https://www.deezer.com/playlist/3375456622,0,28,1076471724,ranzen31,Hayko Cepkin,2026-07-04T13:02:02.992672+00:00
2877652802,Türkce Rock,https://www.deezer.com/playlist/2877652802,0,18,663999661,emandi,Hayko Cepkin,2026-07-04T13:02:02.992682+00:00
15164503163,BENI Bİ DURDUR AAA,https://www.deezer.com/playlist/15164503163,0,132,6814810623,Perseus,Hayko Cepkin,2026-07-04T13:02:02.992693+00:00
15049665763,Hayko,https://www.deezer.com/playlist/15049665763,0,41,3440840564,Yiğit Nuri Balkan,Hayko Cepkin,2026-07-04T13:02:02.992707+00:00
14865687963,Türkçe mix,https://www.deezer.com/playlist/14865687963,0,295,6756290063,anonymous,Hayko Cepkin,2026-07-04T13:02:02.992725+00:00
15425204921,24,https://www.deezer.com/playlist/15425204921,0,29,833323375,DeaconW,Hayko Cepkin,2026-07-04T13:02:02.992744+00:00
10436999022,100% Pentagram,https://www.deezer.com/playlist/10436999022,0,50,3476637224,Deezer Artist Editor,Hayko Cepkin,2026-07-04T13:02:03.461567+00:00
15195286743,Metal,https://www.deezer.com/playlist/15195286743,0,24,6635142621,l000renz,Hayko Cepkin,2026-07-04T13:02:03.461602+00:00
15301807943,Pentagram,https://www.deezer.com/playlist/15301807943,0,94,4298542442,mr-twink69,Hayko Cepkin,2026-07-04T13:02:03.461617+00:00
13163910463,🎸,https://www.deezer.com/playlist/13163910463,0,290,5751336871,yannick.westphal08,Hayko Cepkin,2026-07-04T13:02:03.461628+00:00
9239915402,Pentagram Auswahl ,https://www.deezer.com/playlist/9239915402,0,33,724022291,anonymous,Hayko Cepkin,2026-07-04T13:02:03.461640+00:00
13350932063,pentagram 24,https://www.deezer.com/playlist/13350932063,0,16,724022291,anonymous,Hayko Cepkin,2026-07-04T13:02:03.461651+00:00
14765869023,DOOMED,https://www.deezer.com/playlist/14765869023,0,58,6728226923,anonymous,Hayko Cepkin,2026-07-04T13:02:03.461660+00:00
15386574623,Doom,https://www.deezer.com/playlist/15386574623,0,222,6860145683,KimuraTaric,Hayko Cepkin,2026-07-04T13:02:03.461746+00:00
15339572403,Ulubione Babki Józki,https://www.deezer.com/playlist/15339572403,0,26,3197117364,Cezary,Hayko Cepkin,2026-07-04T13:02:03.461776+00:00
12865203981,shit,https://www.deezer.com/playlist/12865203981,0,25,5641931321,Clone14,Hayko Cepkin,2026-07-04T13:02:03.461798+00:00
7700157862,Deutschrap Sommer,https://www.deezer.com/playlist/7700157862,0,95,374224155,Yannick - Deezer Deutschland Editor,Pinhani,2026-07-04T13:02:05.465104+00:00
8715779642,100% Pinhani,https://www.deezer.com/playlist/8715779642,0,50,4191434582,Deezer Artist Editor,Pinhani,2026-07-04T13:02:05.465514+00:00
10578289242,Deutschrap Super Hits,https://www.deezer.com/playlist/10578289242,0,93,374224155,Yannick - Deezer Deutschland Editor,Pinhani,2026-07-04T13:02:05.465534+00:00
10214855202,Pinhani,https://www.deezer.com/playlist/10214855202,0,28,4359159922,Beyzacik,Pinhani,2026-07-04T13:02:05.465545+00:00
61160609,Kavak yelleri son,https://www.deezer.com/playlist/61160609,0,21,2387501,anonymous,Pinhani,2026-07-04T13:02:05.465555+00:00
1069657691,Türkisch ,https://www.deezer.com/playlist/1069657691,0,66,609211281,Lara,Pinhani,2026-07-04T13:02:05.465565+00:00
8499895462,Berfin's songs for us to sing together,https://www.deezer.com/playlist/8499895462,0,11,1881598602,Oz,Pinhani,2026-07-04T13:02:05.465575+00:00
8081177522,Pop Rock,https://www.deezer.com/playlist/8081177522,0,26,3876760622,mustafa kaya,Pinhani,2026-07-04T13:02:05.465584+00:00
14198221481,Birden biter mi?..,https://www.deezer.com/playlist/14198221481,0,29,6618710861,anonymous,Pinhani,2026-07-04T13:02:05.465602+00:00
15300889143,Chansons chouettes,https://www.deezer.com/playlist/15300889143,0,12,1146202,anonymous,Pinhani,2026-07-04T13:02:05.465612+00:00
11629543264,Kids Birthday Party Songs That Won't Drive You Caz,https://www.deezer.com/playlist/11629543264,0,117,2209590148,Kallen Nicole Pederson,Pinhani,2026-07-04T13:02:06.906204+00:00
15187286223,Chillen 😴,https://www.deezer.com/playlist/15187286223,0,40,2791867684,Tara Kalsen,Pinhani,2026-07-04T13:02:06.906238+00:00
13804283681,Hard,https://www.deezer.com/playlist/13804283681,0,72,2791867684,Tara Kalsen,Pinhani,2026-07-04T13:02:06.906254+00:00
7293753284,old,https://www.deezer.com/playlist/7293753284,0,246,2791867684,Tara Kalsen,Pinhani,2026-07-04T13:02:06.906264+00:00
15440780961,Park der kalten Stimmen,https://www.deezer.com/playlist/15440780961,0,80,4026870222,Radu-Stefan,Pinhani,2026-07-04T13:02:06.906274+00:00
15265136103,imza,https://www.deezer.com/playlist/15265136103,0,59,799398585,h.suemen,Pinhani,2026-07-04T13:02:06.906283+00:00
13675316141,emotional,https://www.deezer.com/playlist/13675316141,0,128,4956116182,Anna von Kalben,Pinhani,2026-07-04T13:02:06.906293+00:00
15361393163,Kalpten Kalbe,https://www.deezer.com/playlist/15361393163,0,15,3661662942,softqrmy,Pinhani,2026-07-04T13:02:06.906304+00:00
13675606721,oldies,https://www.deezer.com/playlist/13675606721,0,75,4956116182,Anna von Kalben,Pinhani,2026-07-04T13:02:06.906313+00:00
13675315221,ablenkung,https://www.deezer.com/playlist/13675315221,0,65,4956116182,Anna von Kalben,Pinhani,2026-07-04T13:02:06.906758+00:00
4608361584,indie türkisch,https://www.deezer.com/playlist/4608361584,0,46,2193431684,Anonymous,Adamlar,2026-07-04T13:02:09.318076+00:00
13982158381,🧟‍♂️,https://www.deezer.com/playlist/13982158381,0,49,6573026761,Eren,Adamlar,2026-07-04T13:02:09.318148+00:00
4960966864,Açık Seçik Aşk Bandosu,https://www.deezer.com/playlist/4960966864,0,106,2230232704,senapalali,Adamlar,2026-07-04T13:02:09.318164+00:00
14584171761,.,https://www.deezer.com/playlist/14584171761,0,10,5919510723,hyt****,Adamlar,2026-07-04T13:02:09.318175+00:00
